Year,Chart,Artist,Song,Genre,Original Genre
2008,70,Lolli Lolli (Pop That Body),Three 6 Mafia,hip hop,crunk dirty south rap gangster rap
2008,71,Cyclone,Baby Bash featuring T Pain,hip hop,chicano rap dance pop dirty south rap
2008,72,Love Like This,Natasha Bedingfield featuring Sean Kingston,pop,dance pop europop neo mellow
2008,73,Burnin' Up,Jonas Brothers featuring Big Rob,pop,boy band dance pop pop
2008,74,Love Lockdown,Kanye West,hip hop,chicago rap rap
2008,75,I Luv Your Girl,The Dream,hip hop,dance pop hip hop hip pop
2008,76,Crush,David Archuleta,pop,dance pop idol lds youth
2008,77,Hypnotized,Plies featuring Akon,hip hop,christian hip hop teen pop
2008,78,Big Girls Don't Cry,Fergie,pop,dance pop pop post-teen pop
2008,79,Good Life,Kanye West featuring T Pain,N/A,denpa-kei j-core kawaii future bass
2008,80,Womanizer,Britney Spears,pop,dance pop pop
2008,81,Love Story,Taylor Swift,pop,pop
2008,82,Just Fine,Mary J. Blige,soul,dance pop hip pop neo soul
2008,83,Piece of Me,Britney Spears,pop,dance pop pop
2008,84,The Boss,Rick Ross featuring T Pain,hip hop,dirty south rap gangster rap hip hop
2008,85,All Summer Long,Kid Rock,rock,alternative metal nu metal
2008,86,Can't Help but Wait,Trey Songz,pop,dance pop hip pop pop
2008,87,In Love with a Girl,Gavin DeGraw,rock,neo mellow pop rock
2008,88,My Life,The Game featuring Lil Wayne,N/A,
2008,89,I Remember,Keyshia Cole,r&b,contemporary r&b dance pop hip pop
2008,90,Flashing Lights,Kanye West featuring Dwele,r&b,neo soul r&b urban contemporary
2008,91,Mrs. Officer,Lil Wayne featuring Bobby Valentino and Kidd Kidd,r&b,contemporary r&b hip pop pop rap
2008,92,7 Things,Miley Cyrus,pop,pop
2008,93,You're Gonna Miss This,Trace Adkins,country,contemporary country country country road
2008,94,Love Remains the Same,Gavin Rossdale,N/A,post-grunge
2008,95,Feels Like Tonight,Daughtry,rock,alternative metal neo mellow nu metal
2008,96,The Way I Are,Timbaland featuring Keri Hilson,hip hop,dance pop hip hop pop
2008,97,Addicted,Saving Abel,rock,alternative metal nu metal post-grunge
2008,98,Into the Night,Santana featuring Chad Kroeger,rock,alternative metal
2008,99,Heaven Sent,Keyshia Cole,r&b,contemporary r&b dance pop hip pop
2008,100,She Got It,2 Pistols featuring T Pain and Tay Dizm,hip hop,florida rap
2009,1,Boom Boom Pow,The Black Eyed Peas,hip hop,dance pop pop pop rap
2009,2,Poker Face,Lady Gaga,pop,art pop dance pop pop
2009,3,Just Dance,Lady Gaga featuring Colby O'Donis,hip hop,pop rap
2009,4,I Gotta Feeling,The Black Eyed Peas,hip hop,dance pop pop pop rap
2009,5,Love Story,Taylor Swift,pop,pop
2009,6,Right Round,Flo Rida,hip hop,dance pop edm miami hip hop
2009,7,I'm Yours,Jason Mraz,pop,acoustic pop neo mellow pop
2009,8,Single Ladies (Put a Ring on It),Beyonce,r&b,dance pop pop r&b
2009,9,Heartless,Kanye West,hip hop,chicago rap rap
2009,10,Gives You Hell,The All American Rejects,rock,modern rock neo mellow pop punk
2009,11,You Belong with Me,Taylor Swift,pop,pop
2009,12,Dead and Gone,T.I. featuring Justin Timberlake,pop,nigerian pop
2009,13,You Found Me,The Fray,rock,neo mellow piano rock pop
2009,14,Use Somebody,Kings of Leon,rock,modern rock rock
2009,15,Knock You Down,Keri Hilson featuring Kanye West and Ne Yo,r&b,dance pop hip pop pop r&b
2009,16,Blame It,Jamie Foxx featuring T Pain,soul,hip hop hip pop neo soul
2009,17,I Know You Want Me (Calle Ocho),Pitbull,hip hop,dance pop miami hip hop pop
2009,18,Live Your Life,T.I. featuring Rihanna,pop,nigerian pop
2009,19,Kiss Me thru the Phone,Soulja Boy Tell 'Em featuring Sammie,hip hop,atl hip hop chicago bop dance pop
2009,20,Down,Jay Sean featuring Lil Wayne,hip hop,dance pop pop rap post-teen pop
2009,21,The Climb,Miley Cyrus,pop,pop
2009,22,Best I Ever Had,Drake,hip hop,canadian hip hop canadian pop hip hop
2009,23,My Life Would Suck Without You,Kelly Clarkson,pop,dance pop pop post-teen pop
2009,24,Halo,Beyonce,r&b,dance pop pop r&b
2009,25,Hot n Cold,Katy Perry,pop,dance pop pop
2009,26,Second Chance,Shinedown,rock,alternative metal nu metal post-grunge
2009,27,Circus,Britney Spears,pop,dance pop pop
2009,28,Day 'n' Nite,Kid Cudi,hip hop,hip hop ohio hip hop rap
2009,29,Party in the U.S.A.,Miley Cyrus,pop,pop
2009,30,Don't Trust Me,3OH!3,rock,dance pop electropowerpop modern rock
2009,31,Run This Town,Jay Z featuring Rihanna and Kanye West,hip hop,east coast hip hop hip hop rap
2009,32,Let It Rock,Kevin Rudolf featuring Lil Wayne,hip hop,dance pop pop rap
2009,33,Fire Burning,Sean Kingston,hip hop,dance pop miami hip hop pop
2009,34,Whatcha Say,Jason Derulo,pop,dance pop edm pop
2009,35,LoveGame,Lady Gaga,pop,art pop dance pop pop
2009,36,Waking Up in Vegas,Katy Perry,pop,dance pop pop
2009,37,Birthday Sex,Jeremih,hip hop,chicago rap dance pop pop
2009,38,Sober,Pink,N/A,
2009,39,Womanizer,Britney Spears,pop,dance pop pop
2009,40,Whatever You Like,T.I.,hip hop,atl hip hop dance pop dirty south rap
2009,41,Obsessed,Mariah Carey,pop,dance pop urban contemporary
2009,42,Mad,Ne Yo,pop,dance pop pop urban contemporary
2009,43,Good Girls Go Bad,Cobra Starship featuring Leighton Meester,pop,dance pop electropop neon pop punk
2009,44,Love Lockdown,Kanye West,hip hop,chicago rap rap
2009,45,So What,Pink,N/A,
2009,46,Hotel Room Service,Pitbull,hip hop,dance pop miami hip hop pop
2009,47,Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",N/A,
2009,48,If I Were a Boy,Beyonce,r&b,dance pop pop r&b
2009,49,Turnin Me On,Keri Hilson featuring Lil Wayne,r&b,dance pop hip pop pop r&b
2009,50,I Hate This Part,Pussycat Dolls,pop,dance pop girl group pop
2009,51,Gotta Be Somebody,Nickelback,rock,alternative metal canadian rock nu metal
2009,52,Please Don't Leave Me,Pink,N/A,
2009,53,Paparazzi,Lady Gaga,pop,art pop dance pop pop
2009,54,Beautiful,Akon featuring Colby O'Donis and Kardinal Offishall,hip hop,pop rap
2009,55,Viva la Vida,Coldplay,pop,permanent wave pop
2009,56,Right Now (Na Na Na),Akon,pop,dance pop
2009,57,Battlefield,Jordin Sparks,pop,dance pop neo mellow pop
2009,58,Sugar,Flo Rida featuring Wynter Gordon,pop,electropop
2009,59,Miss Independent,Ne Yo,pop,dance pop pop urban contemporary
2009,60,Fireflies,Owl City,rock,indietronica pop pop rock
2009,61,New Divide,Linkin Park,rock,alternative metal nu metal post-grunge
2009,62,Empire State of Mind,Jay Z featuring Alicia Keys,soul,hip pop neo soul pop
2009,63,No Surprise,Daughtry,rock,alternative metal neo mellow nu metal
2009,64,She Wolf,Shakira,pop,colombian pop dance pop latin pop
2009,65,Break Up,Mario featuring Gucci Mane and Sean Garrett,N/A,
2009,66,Sweet Dreams,Beyonce,r&b,dance pop pop r&b
2009,67,Every Girl,Young Money,hip hop,dance pop dirty south rap gangster rap
2009,68,Fallin' for You,Colbie Caillat,pop,dance pop neo mellow pop
2009,69,Untouched,The Veronicas,pop,australian pop australian talent show candy pop
2009,70,If Today Was Your Last Day,Nickelback,rock,alternative metal canadian rock nu metal
2009,71,Throw It in the Bag,Fabolous featuring The Dream,hip hop,dance pop gangster rap hip hop
2009,72,Love Drunk,Boys Like Girls,pop,neo mellow neon pop punk pop punk
2009,73,I Love College,Asher Roth,hip hop,alternative hip hop indie pop rap pop rap
2009,74,If U Seek Amy,Britney Spears,pop,dance pop pop
2009,75,Big Green Tractor,Jason Aldean,country,contemporary country country country road
2009,76,White Horse,Taylor Swift,pop,pop
2009,77,Disturbia,Rihanna,pop,barbadian pop dance pop pop
2009,78,21 Guns,Green Day,N/A,permanent wave punk
2009,79,Turn My Swag On,Soulja Boy Tell 'Em,hip hop,atl hip hop chicago bop dance pop
2009,80,Rockin' That Thang,The Dream,hip hop,dance pop hip hop hip pop
2009,81,Chicken Fried,Zac Brown Band,country,contemporary country country country road
2009,82,Diva,Beyonce,r&b,dance pop pop r&b
2009,83,Replay,Iyaz,hip hop,dance pop pop rap post-teen pop
2009,84,Then,Brad Paisley,country,contemporary country country country road
2009,85,Her Diamonds,Rob Thomas,rock,neo mellow pop rock
2009,86,How Do You Sleep?,Jesse McCartney featuring Ludacris,pop,dance pop neo mellow pop
2009,87,3,Britney Spears,pop,dance pop pop
2009,88,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem",N/A,
2009,89,One Time,Justin Bieber,pop,canadian pop pop
2009,90,I Run to You,Lady Antebellum,country,contemporary country country country dawn
2009,91,I Do Not Hook Up,Kelly Clarkson,pop,dance pop pop post-teen pop
2009,92,Green Light,John Legend featuring Andre 3000,hip hop,atl hip hop dirty south rap southern hip hop
2009,93,People Are Crazy,Billy Currington,country,contemporary country country country road
2009,94,Whatever It Is,Zac Brown Band,country,contemporary country country country road
2009,95,Already Gone,Kelly Clarkson,pop,dance pop pop post-teen pop
2009,96,Goodbye,Kristinia DeBarge,pop,dance pop electropop post-teen pop
2009,97,Say Hey (I Love You),Michael Franti & Spearhead featuring Cherine Anderson,rock,neo mellow pop rock reggae fusion
2009,98,Pop Champagne,Jim Jones featuring Ron Browz and Juelz Santana,hip hop,gangster rap harlem hip hop hip hop
2009,99,Pretty Wings,Maxwell,funk,contemporary r&b funk neo soul
2009,100,Never Say Never,The Fray,rock,neo mellow piano rock pop
2010,1,Tik Tok,Kesha,pop,dance pop pop post-teen pop
2010,2,Need You Now,Lady Antebellum,country,contemporary country country country dawn
2010,3,"Hey, Soul Sister",Train,pop,dance pop neo mellow pop
2010,4,California Gurls,Katy Perry featuring Snoop Dogg,pop,dance pop pop
2010,5,OMG,Usher featuring will.i.am,r&b,atl hip hop contemporary r&b dance pop
2010,6,Airplanes,B.o.B featuring Hayley Williams,pop,art pop indie pop
2010,7,Love the Way You Lie,Eminem featuring Rihanna,N/A,
2010,8,Bad Romance,Lady Gaga,pop,art pop dance pop pop
2010,9,Dynamite,Taio Cruz,pop,dance pop edm pop
2010,10,Break Your Heart,Taio Cruz featuring Ludacris,pop,dance pop edm pop
2010,11,Nothin' on You,B.o.B featuring Bruno Mars,hip hop,atl hip hop dance pop hip hop
2010,12,I Like It,Enrique Iglesias featuring Pitbull,pop,latin pop mexican pop
2010,13,BedRock,Young Money featuring Lloyd,hip hop,dance pop dirty south rap gangster rap
2010,14,In My Head,Jason Derulo,pop,dance pop edm pop
2010,15,Rude Boy,Rihanna,pop,barbadian pop dance pop pop
2010,16,Telephone,Lady Gaga featuring Beyonce,N/A,
2010,17,Teenage Dream,Katy Perry,pop,dance pop pop
2010,18,Just the Way You Are,Bruno Mars,pop,dance pop pop
2010,19,Cooler Than Me,Mike Posner,pop,dance pop edm pop
2010,20,Imma Be,The Black Eyed Peas,hip hop,dance pop pop pop rap
2010,21,Empire State of Mind,Jay Z featuring Alicia Keys,soul,hip pop neo soul pop
2010,22,DJ Got Us Fallin' in Love,Usher featuring Pitbull,r&b,atl hip hop contemporary r&b dance pop
2010,23,Billionaire,Travie McCoy featuring Bruno Mars,hip hop,pop rap
2010,24,Not Afraid,Eminem,hip hop,detroit hip hop hip hop rap
2010,25,Replay,Iyaz,hip hop,dance pop pop rap post-teen pop
2010,26,Sexy Bitch,David Guetta featuring Akon,pop,big room dance pop edm
2010,27,Breakeven,The Script,rock,celtic rock neo mellow pop
2010,28,Your Love Is My Drug,Kesha,pop,dance pop pop post-teen pop
2010,29,I Gotta Feeling,The Black Eyed Peas,hip hop,dance pop pop pop rap
2010,30,Fireflies,Owl City,rock,indietronica pop pop rock
2010,31,Say Aah,Trey Songz featuring Fabolous,pop,dance pop hip pop pop
2010,32,Find Your Love,Drake,hip hop,canadian hip hop canadian pop hip hop
2010,33,Alejandro,Lady Gaga,pop,art pop dance pop pop
2010,34,Ridin' Solo,Jason Derulo,pop,dance pop edm pop
2010,35,Just a Dream,Nelly,hip hop,dance pop hip hop pop rap
2010,36,How Low,Ludacris,hip hop,atl hip hop dance pop dirty south rap
2010,37,Like a G6,Far East Movement featuring The Cataracs and Dev,N/A,
2010,38,Carry Out,Timbaland featuring Justin Timberlake,hip hop,dance pop hip hop pop
2010,39,Haven't Met You Yet,Michael Buble,adult standards,adult standards canadian pop jazz pop
2010,40,Club Can't Handle Me,Flo Rida featuring David Guetta,hip hop,dance pop edm miami hip hop
2010,41,Down,Jay Sean featuring Lil Wayne,hip hop,dance pop pop rap post-teen pop
2010,42,Bulletproof,La Roux,pop,alternative dance dance pop electropop
2010,43,Whatcha Say,Jason Derulo,pop,dance pop edm pop
2010,44,Baby,Justin Bieber featuring Ludacris,hip hop,atl hip hop dance pop dirty south rap
2010,45,Whataya Want from Me,Adam Lambert,pop,dance pop idol pop
2010,46,Mine,Taylor Swift,pop,pop
2010,47,Only Girl (In the World),Rihanna,pop,barbadian pop dance pop pop
2010,48,Live Like We're Dying,Kris Allen,pop,acoustic pop idol neo mellow
2010,49,Hard,Rihanna featuring Jeezy,hip hop,atl hip hop crunk dirty south rap
2010,50,Young Forever,Jay Z featuring Mr Hudson,N/A,
2010,51,Blah Blah Blah,Kesha featuring 3OH!3,rock,dance pop electropowerpop modern rock
2010,52,Bottoms Up,Trey Songz featuring Nicki Minaj,pop,dance pop hip pop pop
2010,53,Do You Remember,Jay Sean featuring Sean Paul and Lil Jon,hip hop,dance pop pop rap post-teen pop
2010,54,All the Right Moves,OneRepublic,rock,piano rock pop
2010,55,According to You,Orianthi,pop,candy pop
2010,56,My Chick Bad,Ludacris featuring Nicki Minaj,hip hop,atl hip hop dance pop dirty south rap
2010,57,You Belong with Me,Taylor Swift,pop,pop
2010,58,Meet Me Halfway,The Black Eyed Peas,hip hop,dance pop pop pop rap
2010,59,Take It Off,Kesha,pop,dance pop pop post-teen pop
2010,60,Over,Drake,hip hop,canadian hip hop canadian pop hip hop
2010,61,Animal,Neon Trees,rock,indie poptimism modern alternative rock modern rock
2010,62,Misery,Maroon 5,pop,pop
2010,63,Magic,B.o.B featuring Rivers Cuomo,rock,alternative rock
2010,64,Paparazzi,Lady Gaga,pop,art pop dance pop pop
2010,65,Tie Me Down,New Boyz featuring Ray J,r&b,pop rap r&b urban contemporary
2010,66,Your Love,Nicki Minaj,pop,dance pop hip pop pop
2010,67,Party in the U.S.A.,Miley Cyrus,pop,pop
2010,68,Deuces,Chris Brown featuring Tyga and Kevin McCall,N/A,
2010,69,3,Britney Spears,pop,dance pop pop
2010,70,Impossible,Shontelle,pop,barbadian pop dance pop hip pop
2010,71,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem",N/A,
2010,72,Two Is Better Than One,Boys Like Girls featuring Taylor Swift,N/A,n/a
2010,73,My First Kiss,3OH!3 featuring Kesha,hip hop,dmv rap
2010,74,Already Gone,Kelly Clarkson,pop,dance pop pop post-teen pop
2010,75,Rock That Body,The Black Eyed Peas,hip hop,dance pop pop pop rap
2010,76,Secrets,OneRepublic,rock,piano rock pop
2010,77,Naturally,Selena Gomez & the Scene,pop,dance pop pop post-teen pop
2010,78,Un Thinkable (I'm Ready),Alicia Keys,soul,hip pop neo soul pop
2010,79,All I Do Is Win,"DJ Khaled featuring T Pain, Ludacris, Snoop Dogg and Rick Ross",N/A,bachata
2010,80,I Made It (Cash Money Heroes),"Kevin Rudolf featuring Birdman, Jay Sean and Lil Wayne",hip hop,dance pop pop rap
2010,81,Stuck Like Glue,Sugarland,country,contemporary country country country dawn
2010,82,Hey Daddy (Daddy's Home),Usher featuring Plies,r&b,atl hip hop contemporary r&b dance pop
2010,83,There Goes My Baby,Usher,r&b,atl hip hop contemporary r&b dance pop
2010,84,Today Was a Fairytale,Taylor Swift,pop,pop
2010,85,Say Something,Timbaland featuring Drake,hip hop,dance pop hip hop pop
2010,86,Sweet Dreams,Beyonce,r&b,dance pop pop r&b
2010,87,Use Somebody,Kings of Leon,rock,modern rock rock
2010,88,Undo It,Carrie Underwood,country,contemporary country country country dawn
2010,89,Eenie Meenie,Sean Kingston and Justin Bieber,pop,modern alternative pop
2010,90,Right Above It,Lil Wayne featuring Drake,N/A,
2010,91,The House That Built Me,Miranda Lambert,country,contemporary country country country dawn
2010,92,If I Die Young,The Band Perry,country,contemporary country country country dawn
2010,93,The Only Exception,Paramore,pop,candy pop pixie pop emo
2010,94,American Honey,Lady Antebellum,country,contemporary country country country dawn
2010,95,King of Anything,Sara Bareilles,pop,acoustic pop hollywood lilith
2010,96,Life After You,Daughtry,rock,alternative metal neo mellow nu metal
2010,97,Smile,Uncle Kracker,rock,neo mellow pop rock
2010,98,Teach Me How to Dougie,Cali Swag District,hip hop,pop rap
2010,99,Try Sleeping with a Broken Heart,Alicia Keys,soul,hip pop neo soul pop
2010,100,"Lover, Lover",Jerrod Niemann,country,contemporary country country country road
2011,1,Rolling in the Deep,Adele,soul,british soul pop pop soul
2011,2,Party Rock Anthem,LMFAO featuring Lauren Bennett and GoonRock,N/A,
2011,3,Firework,Katy Perry,pop,dance pop pop
2011,4,E.T.,Katy Perry featuring Kanye West,N/A,gen z singer-songwriter
2011,5,Give Me Everything,"Pitbull featuring Ne Yo, Afrojack and Nayer",N/A,
2011,6,Grenade,Bruno Mars,pop,dance pop pop
2011,7,Fuck You,CeeLo Green,hip hop,atl hip hop
2011,8,Super Bass,Nicki Minaj,pop,dance pop hip pop pop
2011,9,Moves like Jagger,Maroon 5 featuring Christina Aguilera,pop,dance pop pop post-teen pop
2011,10,Just Can't Get Enough,The Black Eyed Peas,hip hop,dance pop pop pop rap
2011,11,On the Floor,Jennifer Lopez featuring Pitbull,hip hop,dance pop pop pop rap
2011,12,S&M,Rihanna,pop,barbadian pop dance pop pop
2011,13,Pumped Up Kicks,Foster the People,rock,indietronica modern rock rock
2011,14,Last Friday Night (T.G.I.F.),Katy Perry,pop,dance pop pop
2011,15,Just the Way You Are,Bruno Mars,pop,dance pop pop
2011,16,Tonight (I'm Lovin' You),Enrique Iglesias featuring Ludacris and DJ Frank E,pop,latin pop mexican pop
2011,17,Raise Your Glass,Pink,N/A,
2011,18,Born This Way,Lady Gaga,pop,art pop dance pop pop
2011,19,F**kin' Perfect,Pink,N/A,
2011,20,What's My Name?,Rihanna featuring Drake,N/A,
2011,21,Look at Me Now,Chris Brown featuring Lil Wayne and Busta Rhymes,hip hop,east coast hip hop hardcore hip hop hip hop
2011,22,Down on Me,Jeremih featuring 50 Cent,hip hop,chicago rap dance pop pop
2011,23,How to Love,Lil Wayne,hip hop,hip hop new orleans rap pop rap
2011,24,Someone Like You,Adele,soul,british soul pop pop soul
2011,25,Good Life,OneRepublic,rock,piano rock pop
2011,26,The Lazy Song,Bruno Mars,pop,dance pop pop
2011,27,Till the World Ends,Britney Spears,pop,dance pop pop
2011,28,The Show Goes On,Lupe Fiasco,hip hop,alternative hip hop chicago rap conscious hip hop
2011,29,The Edge of Glory,Lady Gaga,pop,art pop dance pop pop
2011,30,We R Who We R,Kesha,pop,dance pop pop post-teen pop
2011,31,Black and Yellow,Wiz Khalifa,hip hop,dance pop hip hop pittsburgh rap
2011,32,Tonight Tonight,Hot Chelle Rae,rock,dance pop dance rock neo mellow
